arabic,english
مونتيفالو,Montevallo
موريغاساكي,Morigasaki
دالتري,Daltrey
غوفيندا,Govinda
يارتو,Yarto
كينساي,Kensei
نانشا,Nansha
بيلاروزا,Bellarosa
ياماجـا,Yamaga
فالميجا,Valmeja
جاشوري,Jashuri
بيرغينستوك,Burgenstock
لوندن,Lunden
دهشور,Dahshur
فيترنكو,Vitrenko
ميلوود,Millwood
رانجيلا,Rangeela
والدورف,Waldorf
موكا,Mocca
وايكوس,Whycos
لايتا,Laeta
نغافيسون,Ngafesson
اوقاستينا,Augustina
هولاي,Hollai
اوغسطيني,Augustine
وينفيلد,Wynnefield
ليجيت,Legette
بوغز,Bogz
شيكابواشا,Shikapwasha
اوجستينو,Augustino
بوريسوفاس,Borisovas
هوللر,Hollar
ميهر,Mehr
بوينغيرو,Buyengero
دورني,Dorny
كلاوسيفيتز,Clausevitz
يوربيدس,Euripides
سلفانا,Sylvana
ديكلان,Declan
ستولبيند,Stoolbend
باسكولي,Pascoli
روثكو,Rothko
كيركلاند,Kirkland
سارالا,Sarala
بيروتي,Birute
ويلفريد,Wilfred
كوسفورد,Cosford
كالموناي,Kalumnai
كوتو,Couto
بروسي,Brucy
غرابوفسكي,Grabowski
لليبريا,Liberia
سبوني,Spoonie
سودربرغ,Soderberg
بوغمان,Baughman
فالديس,Valdès
مونكاي,Mongke
باستانوبي,Bustanoby
امجوت,Amjut
بودوني,Baudone
ترينتو,Trento
كلاوسن,Clausen
اولدس,Aldus
هوكايدو,Hokkaido
مالتابيس,Maltabes
تروبانبوس,Tropenbos
ميبونيا,Mebonia
بابون,Pabon
ترابس,Trapps
جوسكو,Jusko
مانغوشي,Mangochi
مينين,Minin
ترويا,Troya
نعومي,Nomi
نومو,Nomo
فيكوزا,Ficuzza
اردنتيا,Ardentia
واوفيديو,Ovidiu
تيفاريتي,Tifariti
موكوكو,Mukoko
بهافنا,Bhavna
داغبلادت,Dagdbladet
غوالان,Gualan
ساكاشيتا,Sakashita
انغيانو,Anguiano
اكينا,Akina
مبوندوي,Mpondwe
جورجن,Jurgen
بيترن,Petren
خيثان,Khitan
كويندو,Koindu
اليغادلي,Aliagadli
ريردون,Riordon
بورتنوود,Burtonwood
كانيولا,Kanyola
اناكوث,Anacoth
اناكوت,Anacott
نيرهام,Nirham
ميتن,Metin
هايفيلد,Highfield
بيتابستي,Peterbesti
كازوهيكو,Kazuhiko
باسلوسكي,Paslowski
هيلسينغ,Helsing
كيسلر,Kestler
دراكوريكس,Dracorex
سوجيشي,Sujishi
كوبينيك,Copenik
اسبيورن,Asbjorn
ماكابوزا,Makabuza
سلاتيس,Salatis
نزابومينانا,Nzabominana
رامبول,Ramboll
بريتي,Peretti
مياو,Miao
غيتروزون,Guetrozon
رودزينسكي,Rudzinski
دونيانا,Dunyana
بارانكابيرميخا,Barrancabermeja
وابايات,Wabaiat
سلاتين,Salatin
جامونيا,Jamuniya
بيرسون,Pirson
يابري,Yabre
روكوندا,Rukunda
سيفدنيك,Svidnik
دنيس,Denys
ماتيوس,Mateus
راماتزيني,Ramazzini
ليتاردو,Leotardo
هاشاحر,Hashahr
دينيا,Denya
سيدويك,Sedgewick
بوزوم,Bozoum
ميلوسلاف,Miloslav
ماتوتي,Matute
خالاجابادي,Khalajabadi
غشتاد,Gstaad
سنوور,Snower
جانوفيك,Janovec
اكديميا,Academia
سوبوج,Supoj
مكالموند,Mcallmond
ريفيل,Reffell
موراتي,Morathie
جورجيا,Georgia
بيسانسينوت,Besancenot
شيلدمانو,Sheldonmano
وينستون,Winston
ساليس,Sales
رودنر,Rudner
سيروس,Sirus
تاها,Tahaa
سالم,Salem
ساليك,Salek
مكاندلس,Mccandless
موريل,Morrill
هولويل,Holwell
هيلترود,Hiltrud
بختيار,Bakhtyar
ثورسي,Thoersi
فيشيغراد,Višegrad
بريسان,Bressan
رجييرو,Ruggiero
كالوكو,Kaluku
تاوبمن,Taubmann
زفارتنوتس,Zvartnots
كايرون,Chiron
روجيرسون,Rogerson
كوينزلر,Kuenzler
رحمات,Rahmat
هيميت,Hemet
هوستفرا,Hosftra
غولينو,Gulino
هيمر,Hemer
لوبسانغ,Lobsang
هوفمان,Hofmann
بيسينجيمانا,Bisengimana
فيرمونت,Vermont
وانبلي,Wanblee
افروم,Avrom
مونتاربورن,Muntarbhorn
ميتو,Mitthu
ليوكال,Leocal
ناجاتومو,Nagatomo
جوناسون,Jonasson
ناغاتومي,Nagatomi
سنيدن,Sneedon
كريف,Krev
كركس,Krex
لبمار,Labmar
بولميتس,Boulmetis
اندل,Andal
اندان,Andan
سبوتيرفيد,Sputerfied
زفينجلي,Zwingli
كرين,Kren
بيلاني,Bellane
ناغوشي,Nagoshi
اجلسا,Ajlsa
انزيلوتي,Anzilotti
داندونغ,Dandong
ريدجلي,Ridgeley
شيرلاند,Shurland
كراستيو,Krastyu
شمويل,Schmuel
واليس,Wallies
هاريلال,Harilal
كونيوو,Kuniwo
شوتزي,Schotzie
باكنيل,Bucknell
بايلور,Paylor
راجكومار,Rajkumar
ليبكيند,Liebkind
لوكيان,Lukian
سميكوسكي,Smykowski
جوار,Jiwar
اكاديا,Acadia
كاريوكي,Kariuki
اناجولينا,Anajulina
هيوس,Hewes
تشاملسو,Tchamlesso
فوماقالي,Fumagalli
ايكس,Aix
راغوز,Raguz
كامبنغساين,Kampangsaen
هيوبو,Hyobu
كليمينسين,Clemensen
سيلفانيتو,Silvanito
الاين,Ain
كاتندو,Katindu
درامينسكي,Draminsky
ليغيزامون,Leguizamon
نيركاي,Nerquaye
يوجينيوس,Eugenius
كارديوميد,Cardiomed
بلانس,Planas
كرافيتز,Cravitz
سكافيلو,Scavello
تولبياك,Tolbiac
بييسكي,Bieske
مونيان,Munyan
بانيكوف,Bannikov
متشالي,Mtshali
نالباري,Nalbari
روزالين,Rosaleen
تاغويناغ,Taguiang
نورثفيو,Northview
مينيز,Meniz
امارغوزا,Amargosa
بارامي,Parami
كولفانتي,Kulvanti
نغوبي,Ngobe
اباسكال,Abascal
زيموني,Zimonyi
لوكبورت,Lockport
راغورام,Raghuram
كوروتكوف,Korotkoff
مايرسي,Merisi
موفيت,Mofet
وايمانالو,Waimanalo
سنييد,Sneed
تيتوم,Tetum
ميريس,Meriss
ليونيلي,Lionelli
غاندل,Gandil
اكيمي,Akemi
هاماساكي,Hamasaki
مانوس,Mannus
ناغاجي,Nagaji
مانغيانغ,Mangyang
فافورس,Favors
فرودر,Froder
مكاميس,Mcamis
روسيو,Russio
اباني,Abani
نيريس,Nerys
روسويل,Rosswall
بلاسكيتش,Blaškić
كونتيلا,Contiella
زابو,Zapu
ناثاليا,Nathalia
كويزي,Kwesy
غاسيموف,Gasimov
انونزياتا,Annunziata
كورينجل,Korengal
غيدياب,Giddyap
كويسي,Kwesi
ترغا,Terga
دوراك,Doruk
ميدكف,Medkiff
كنتابو,Kintabo
بوشاروف,Bocharov
ورده,Wardh
اثيينو,Athienou
زوفي,Zofie
بوكيو,Bokeo
ويذيربيي,Wetherbee
رونتوك,Rontok
ليندنبروك,Lindenbrook
بوليتي,Politi
ديرينغر,Deringer
كيورفن,Kjørven
تيلاك,Tilak
بوليتو,Polito
نابي,Nabe
بيلينسكي,Belinski
نجيوا,Njewa
تيكنو,Techno
مونيز,Moniz
فافيـانا,Faviana
نابو,Nabu
ترافي,Travy
زيفلر,Zeffler
ميتشل,Mitchell
تيلار,Tilar
رحامات,Rahamat
فيللوبيلاي,Velluppillai
بيرسيليوس,Berselius
انتيغوناس,Antigonus
فيوفسكي,Voyawski
بيلك,Belk
بيلي,Beli
العنابي,Annabi
اخمياروف,Akhmiarov
بيلز,Belz
بالينا,Palena
تولف,Tolf
كريستوفي,Christophe
سعيدي,Saidi
خوزدار,Khuzdar
ماستان,Mastan
مكلاس,Muklas
فينتنير,Ventner
كورولي,Currelley
بارتكوسكي,Bartkowski
ميناول,Menaul
بوبيك,Popyk
كومتندجي,Komandje
توبين,Toobin
تاشتيجو,Tashtego
رباعيات,Rubaiyat
كارتلاند,Cartland
دانـي,Danny
بابكوك,Babcock
روبماتي,Roopmati
نوهو,Noho
كلانيا,Klanya
بوهيميا,Bohemia
مالوي,Maloy
تالمان,Tallman
ميترو,Metro
شوريوكن,Shoryuken
مولاس,Malos
شاخرستان,Shakhristan
كيلثام,Cheltham
مالوك,Malok
وينلوك,Winlock
تالباك,Talbak
ديليوس,Delius
هيروشي,Hiroshi
ديليكتورسكايا,Delectorskaya
كانشادا,Kanchada
برينيس,Brenes
مورغانفيلد,Morganfield
فيسبجلر,Fessbeggler
فيدهورجي,Vidhurji
ليتورال,Litoral
ستايدرت,Staedert
غينتر,Ginter
ريفولسيون,Revolucion
راتشيد,Ratched
كروود,Kerwood
بولونيا,Bologna
ويسترلند,Westerlund
محرابيان,Mehrabian
غيرغين,Goergen
سايمينغتون,Symington
اليماييهو,Alemayehu
سايمن,Simon
روهرير,Rohrer
انجيلا,Anzhela
نوريس,Noris
كيتسميلر,Kitzmiller
نوريو,Norio
باكاسي,Bakassi
انتيباس,Antipas
زيليمكا,Zelemka
ماليسيلا,Malecela
تيمم,Timm
شيكار,Shekhar
تاكيفيكاتا,Takiveikata
وافيديوك,Waffediyok
شابيلي,Shapeley
يوفاني,Yovani
كالفين,Calvin
ميلدنهال,Mildenhall
مشانغالوشا,Mshagalusha
بوافو,Boafo
متثور,Mutthur
وايلدرسبين,Wilderspin
تيشيبومبو,Tchipompo
جرماني,Jaramani
غربهاري,Garbaharey
لينارد,Lynard
جرمانا,Jaramana
هالاس,Halas
سكانيا,Scania
فريبيرغ,Friberg
بولاتوف,Bulatov
تايلمان,Tileman
كريسنو,Kresno
ديبفورد,Debford
سويتبانتس,Sweatpants
بريج,Briej
فيرنتينو,Ferentino
بانيس,Panis
فاليريس,Valerius
بانين,Panin
بوغاجي,Bugaje
نيفاشا,Naivasha
بيسوا,Pessoa
باندجيارديان,Pandjiardian
لاسكي,Lasky
برودريك,Broderick
شيرلوك,Shurlock
ليبتابانلوب,Liptapanlop
ويماكات,Waimakat
لاسكي,Laski
ماوكلاو,Mauclau
غوربيلي,Gorbelli
كليبنر,Kleppner
ياكوب,Jakob
هايلاندس,Highlands
كاليمي,Kalemi
مونياكسيكار,Moneaksekar
فالسا,Valsa
سوفي,Suvi
توتسي,Tutsi
اناجي,Anage
روتماير,Rottmayer
نييمبوي,Nyembwe
تانا,Tanna
موتوت,Motot
غيكو,Geico
شيستاكوفا,Shestakova
سندرسون,Sunderson
بريجينغ,Breidjing
ناتاراجان,Natarajan
والتن,Walton
ماساتو,Masato
برولوم,Prolom
بوباتانا,Powpattana
راتندا,Ratanda
ميانيانغ,Mianyang
ميلاتي,Melati
نورتيس,Nortis
شوتار,Shogar
كانيمان,Kahneman
مارلانا,Marlana
ليليو,Lelio
توانكو,Tuanku
موسليو,Musliu
روتيل,Rüütel
غامورا,Gamora
كلينم,Clennam
دوريس,Durrës
همامي,Hammami
ويسنر,Wiesner
كيلكلي,Kilkelly
سالجونكار,Salgaonkar
لوجامبيو,Lujambio
كيتيا,Kittiya
ياندرييف,Yandarbiev
مكجيفنس,Mcgivens
تامايو,Tamayo
مياوي,Miyaoi
ماراندو,Marandu
نيلوري,Nellore
شونر,Schoner
كيبونا,Kibona
فارون,Faron
زيلغرام,Zilgram
فاروي,Faroe
امبول,Ambol
لوتاييف,Lutayev
باتيسيريديني,Batsereedene
واونونداجا,Onondaga
امبوي,Amboy
ديدي,Deedee
نابغوانا,Nabguana
اكليلو,Aklilu
اديسينا,Adesina
ابيا,Abiya
بارتس,Parts
ديفانيلدو,Devanildo
بيبو,Peepaw
بينهارو,Benharu
سافو,Saffo
مانيكغونج,Manikgonj
روكسبين,Ruxpin
كينتغيرنا,Kentigerna
برومهد,Bromhead
روزاليند,Rosaiind
بويسموثياري,Bwiswmuthiary
كلايويغ,Klaywig
زاندي,Zinde
بامبينا,Pampinea
ميسوغايا,Mesogaia
بارنس,Barns
تيخيرو,Tejero
مبوي,Mboi
غوسي,Ghose
بارنا,Barna
غودفريد,Godfrid
معنوي,Mudawi
ليكين,Lakin
غوصن,Ghosn
بارنو,Barno
لياري,Lyari
بارني,Barni
كوبيل,Kobel
اسبروك,Ausbrook
مارون,Marron
يافلنسكي,Yavlinsky
موهيلا,Mohila
سفريان,Safarian
بانيتش,Panić
كيكي,Kikki
تليسيكونداريا,Telesecundaria
كاتريدج,Cuthridge
ريشا,Risha
جياتشيتي,Giachetti
ريسيندي,Resende
رامسدن,Ramsden
توشيميتشي,Toshimichi
بالمونغ,Balmung
فالمير,Valmir
هيرزوغ,Herczog
تامويفو,Tamoifo
موسكالكوفا,Moskalkova
شيلينبرغ,Schellenberg
توناني,Tonane
لاتوكونسينا,Latuconsina
ديزري,Dizray
شولدينر,Schuldiner
ارماني,Armani
ليبريين,Liberian
دولغوف,Dolgov
بوتلينس,Butlins
رودان,Ruadan
غوسيانغ,Guoxiang
هيدوس,Haydus
كاز,Caz
هيناتا,Hinata
تنظيمات,Tanzeemat
كوريو,Corio
كاي,Cai
سميثون,Smithson
ارلينغ,Arling
وانلا,Wanla
نواهضه,Nawahdeh
وولفشميت,Wolfschmidt
اوتري,Autry
بارنبس,Barnabus
ساركوجا,Sarkoja
دراقنا,Dragna
تاونغيي,Taunggyi
سبارتاكوس,Spartacus
ويندي,Wendi
بايلي,Baey
بروموف,Broumov
كويبابا,Qoibaba
روزاروت,Rosarot
كوشازيان,Kochazian
سفينجولي,Svenjolly
ويندي,Wendy
سيهاكا,Sihaka
ويندت,Wendt
فراني,Fanny
فروغر,Frogger
بدالي,Badali
دينز,Deenz
فروم,Frohm
موليكو,Moleko
كليرمونت,Claremont
ستازنيك,Staznik
توستان,Tostan
كاجيميتسو,Kagemitsu
دينا,Deena
بيزابيه,Bezabeh
كوستيا,Kostya
كاديرغامار,Kadirgamar
مخمور,Makhmour
انديس,Andes
كولاسين,Kolasin
ايلفا,Alva
سومرويل,Somerwill
جيغيرمانيس,Jegermanis
الفي,Alvi
غافريليسكو,Gavrilescu
بريبري,Bribri
موينيلونغا,Mwinilunga
لافانسكي,Levansky
هانومان,Hanuman
نغونغ,Ngung
مونياروجيريرو,Munyarugerero
ووايواي,Waiwai
نورستان,Nooristan
مويتي,Moete
فوندانغا,Fundanga
تويا,Tweya
سيبي,Sebby
موبيوس,Mobius
واكسمن,Waksman
امانداريس,Amandares
هالتين,Hatlen
كانيشي,Kanichi
كانغانجي,Kanganje
كريستنسن,Kristensen
سعد,Saad
شوابي,Schwabbe
فاخوري,Fakhouri
نيمني,Nemni
بونافنتورا,Bonaventura
نورتي,Norte
ميريان,Mirian
نابير,Napier
سامتن,Samten
ندهلوفو,Ndhlovu
توتلينغن,Tuttlingen
ستيفنس,Stephens
جيييلشافت,Gesellschaft
ميريديث,Meredith
الديرسون,Alderson
رومبا,Rumba
بيرناتلي,Bernatellii
كونايك,Kunayak
اروكياراسا,Aarokiyarasa
بوشكارناث,Pushkarnath
ليوميلها,Liudmila
شرايفر,Schriver
كامباكش,Kambaksh
هورنباكر,Hornbacher
غلاب,Galab
كولين,Kullen
تشواني,Tshwane
تيبيت,Tippett
كروستوفسكي,Krustofski
سيمو,Simmo
روهانا,Rohana
هوفستدت,Hofstadt
زاكروف,Zakharov
فيريكر,Vereker
سيمـا,Simma
فلانيجان,Flannigan
روحاني,Rohani
برول,Prohl
يوفيل,Yeovil
كياكشي,Kiaxi
كريسبس,Crispus
ديفير,Devier
سيمس,Simms
باشو,Basho
ويتولار,Witoelar
سكاربيزي,Scarpizzee
ينغيما,Yengema
بونعيم,Bounaim
ميتشلانجلي,Michelangeli
مافريكس,Mavericks
غودريدج,Goodridge
فيكاس,Vikas
منزيلي,Manzelli
هازاني,Hazani
كويهيكا,Kubheka
والدا,Walda
نافانثام,Navanetham
فيمينينا,Feminina
كيفيت,Kiveat
هيبدن,Hebden
وايلي,Wyly
نغاري,Ngare
نغارا,Ngara
فامكي,Famke
فيدات,Vedat
سيكادا,Sakida
نغاري,Ngari
موريه,Morieh
نيفـزات,Nevzat
ميينغ,Myaing
كانسلر,Kancler
جايناراين,Jaynarain
لوكيزي,Luchezi
كيسيمبا,Kissimba
كومبيروفيتش,Kompirović
افاناسييف,Afanassiev
غلوبمن,Globmun
نيوبورن,Newborn
زاواري,Zawari
نريسيدا,Narisada
يستاد,Ystad
فينتي,Venti
فينتو,Vento
رينكوف,Rinkoff
غالاباغوس,Galapagos
دانسن,Danson
روبغانج,Rupganj
نتوناي,Ntoyai
بانزر,Banzer
بيتيك,Pettik
بولوفسكي,Pulovski
غومرياك,Gumriak
بروديل,Braudel
بيريرا,Perera
نزران,Nezran
ميتروبول,Metropol
افيانو,Aviano
موللار,Mollalar
غليانا,Giuliana
كوغنوس,Cognos
دوبروفنيك,Dubrovnik
غيولياني,Giuliani
غوليانو,Giuliano
مافوشي,Mafushi
بوليمونغو,Bulimwengu
بانيول,Pagnol
كوفي,Koffee
الاداما,Aldama
ميكر,Micr
تيرانت,Tarrant
بوبليكاس,Públicas
كلودفيلتر,Clodfelter
كروكس,Crocs
بيفان,Bevan
وينزييرل,Weinzierl
غاشيرا,Gashera
بترانكوفا,Petrankova
سلسبيلي,Salsabili
تاسولاس,Tassoulas
كلوسبورغ,Colesburg
بروتوس,Protos
جودها,Jodhaa
فدا,Fda
كولايدر,Collider
بالاس,Ballas
بيالاف,Ballav
موجافا,Muzhava
ماغوري,Mcgorry
بالاه,Ballah
زيهواتانيجو,Zihuatanejo
غولدزينوفسكي,Goledzinowski
فيودو,Fyodo
شينوك,Shinnok
دوستم,Dostom
شرايدر,Schrader
مالب,Malp
نامشونغانغ,Namchongang
روزانا,Rosanna
ايردتس,Aerdts
غاهونا,Gahona
زبير,Zubeir
ووتشي,Watchy
كاتاباروا,Katabarwa
دوكسياديس,Doxiadis
هاريو,Harryo
هانزونغ,Hanzhong
رادوكانو,Raducanu
بيليت,Belet
رولو,Rollo
كاسابوغلو,Cassapoglou
خانوم,Khanom
رولي,Rolli
غولبنكيان,Gulbenkian
ماجيو,Maggio
دانيا,Dhaniya
زيغافولك,Ziegevolk
شوكين,Shokeen
ديستن,Destin
غاني,Ghani
جيرغنس,Juergens
رولز,Rollz
رولي,Rolly
بوزينوفيتش,Bozinović
رولس,Rolls
بيلين,Belen
نكوبيي,Nkopipie
هاريغون,Harrigon
تابلتر,Taplotter
بوليني,Poiiini
تاغيل,Tagil
وودسون,Woodson
لاكسنبورغ,Laxenburg
ميريسا,Merissa
سواحل,Sawahel
تيريزا,Tarisa
مالهيرو,Malheiro
فريجي,Vrije
ستراتون,Straten
سواريس,Soares
بوناتشيا,Bonachea
انجكار,Angkar
ساندرو,Sandro
سيكورسكي,Sikorski
باتسيا,Batsiua
غانجافي,Ganjavi
امبيكا,Ambika
ديميتريوس,Dimitrius
لياكي,Liaki
تيب,Teeb
فويا,Foya
نياتي,Nyati
جوبلين,Joplin
شيميك,Schimek
كيجانس,Keegans
بينجويني,Penguini
ليليبد,Lillypad
انجانا,Anjana
كافيمبا,Kavimba
بريفزنتسيفا,Perevezentseva
كريك,Krick
كوبس,Kopus
سلويزي,Solwezi
لوفينس,Lovins
سانتانجل,Santangel
كوبوز,Kopuz
ميثاقي,Mithaqi
ناجبارا,Nagpara
ماتواي,Maotai
سوفاك,Sovak
باتي,Patti
راولستون,Rawleston
ناناواتي,Nanawatai
دريمزي,Dreemeze
اباريسيو,Apparicio
هاوا,Hwa
قداس,Qadas
جلالاقسي,Jalalaqsi
ويفلاند,Waveland
توكوبيلا,Tocopilla
كالثو,Kaltho
باريزيان,Parisien
مولتان,Multan
بربهاس,Prabhas
كونيف,Koneff
ماكا,Macka
ماكي,Macky
مانويل,Manuel
فانو,Vanu
فيوجي,Fiuggi
فيرشيتي,Ferchetti
رودولفو,Rudolfo
برايس,Preiss
ميتشا,Mecha
نافسنت,Navcent
سيكرست,Seacrest
كينغامبوي,Kingambwe
نيفيس,Neves
ساتسوكا,Satsuka
موستوليس,Mostoles
وودباي,Woodby
ريتي,Retty
ملوما,Maluma
واويغي,Uige
شوتون,Shotton
نابوليتانو,Napolitano
بلووان,Blouin
هيراوس,Heraeus
موتلانثي,Motlanthe
بوزولو,Bosolo
داونينغ,Downing
لوفوا,Lovua
ماغافرين,Magavern
كاراكالباكستان,Karakalpakstan
بوسولا,Bosola
سبيدل,Speidel
واتاوالا,Watawala
جاجفا,Jaffa
نداباراسا,Ndabarasa
